source,target
cube143_cluster0,cube152_cluster0
cube143_cluster0,cube152_cluster1
cube143_cluster0,cube152_cluster2
cube143_cluster0,cube154_cluster0
cube143_cluster0,cube154_cluster1
cube143_cluster0,cube154_cluster2
cube143_cluster0,cube155_cluster0
cube143_cluster0,cube155_cluster1
cube143_cluster0,cube155_cluster2
cube143_cluster0,cube156_cluster0
cube143_cluster1,cube144_cluster1
cube143_cluster1,cube145_cluster0
cube143_cluster1,cube145_cluster1
cube143_cluster1,cube145_cluster2
cube143_cluster1,cube146_cluster0
cube143_cluster1,cube146_cluster2
cube143_cluster1,cube150_cluster0
cube143_cluster1,cube150_cluster1
cube143_cluster1,cube150_cluster2
cube143_cluster1,cube151_cluster0
cube143_cluster1,cube151_cluster1
cube143_cluster1,cube151_cluster2
cube143_cluster1,cube152_cluster0
cube143_cluster1,cube152_cluster1
cube143_cluster1,cube152_cluster2
cube143_cluster1,cube154_cluster0
cube143_cluster1,cube154_cluster1
cube143_cluster1,cube154_cluster2
cube143_cluster1,cube155_cluster0
cube143_cluster1,cube155_cluster1
cube143_cluster1,cube155_cluster2
cube143_cluster1,cube156_cluster0
cube143_cluster1,cube156_cluster1
cube143_cluster1,cube156_cluster2
cube143_cluster2,cube144_cluster2
cube143_cluster2,cube145_cluster0
cube143_cluster2,cube145_cluster1
cube143_cluster2,cube145_cluster2
cube143_cluster2,cube150_cluster0
cube143_cluster2,cube150_cluster1
cube143_cluster2,cube150_cluster2
cube143_cluster2,cube151_cluster0
cube143_cluster2,cube151_cluster1
cube143_cluster2,cube151_cluster2
cube143_cluster2,cube152_cluster0
cube143_cluster2,cube152_cluster1
cube143_cluster2,cube154_cluster0
cube143_cluster2,cube154_cluster1
cube143_cluster2,cube154_cluster2
cube143_cluster2,cube155_cluster0
cube143_cluster2,cube155_cluster1
cube143_cluster2,cube155_cluster2
cube143_cluster2,cube156_cluster0
cube144_cluster0,cube145_cluster1
cube144_cluster0,cube145_cluster2
cube144_cluster0,cube150_cluster0
cube144_cluster0,cube150_cluster1
cube144_cluster0,cube150_cluster2
cube144_cluster0,cube151_cluster0
cube144_cluster0,cube151_cluster1
cube144_cluster0,cube151_cluster2
cube144_cluster0,cube152_cluster0
cube144_cluster0,cube152_cluster1
cube144_cluster0,cube152_cluster2
cube144_cluster0,cube154_cluster0
cube144_cluster0,cube154_cluster1
cube144_cluster0,cube154_cluster2
cube144_cluster0,cube155_cluster0
cube144_cluster0,cube155_cluster1
cube144_cluster0,cube155_cluster2
cube144_cluster0,cube156_cluster0
cube144_cluster1,cube145_cluster0
cube144_cluster1,cube145_cluster1
cube144_cluster1,cube145_cluster2
cube144_cluster1,cube146_cluster0
cube144_cluster1,cube146_cluster2
cube144_cluster1,cube150_cluster0
cube144_cluster1,cube150_cluster1
cube144_cluster1,cube150_cluster2
cube144_cluster1,cube151_cluster0
cube144_cluster1,cube151_cluster1
cube144_cluster1,cube151_cluster2
cube144_cluster1,cube152_cluster0
cube144_cluster1,cube152_cluster1
cube144_cluster1,cube152_cluster2
cube144_cluster1,cube154_cluster0
cube144_cluster1,cube154_cluster1
cube144_cluster1,cube154_cluster2
cube144_cluster1,cube155_cluster0
cube144_cluster1,cube155_cluster1
cube144_cluster1,cube155_cluster2
cube144_cluster1,cube156_cluster0
cube144_cluster1,cube156_cluster1
cube144_cluster1,cube156_cluster2
cube144_cluster2,cube145_cluster0
cube144_cluster2,cube145_cluster1
cube144_cluster2,cube145_cluster2
cube144_cluster2,cube150_cluster0
cube144_cluster2,cube150_cluster1
cube144_cluster2,cube150_cluster2
cube144_cluster2,cube151_cluster0
cube144_cluster2,cube151_cluster1
cube144_cluster2,cube151_cluster2
cube144_cluster2,cube152_cluster0
cube144_cluster2,cube152_cluster1
cube144_cluster2,cube154_cluster0
cube144_cluster2,cube154_cluster1
cube144_cluster2,cube154_cluster2
cube144_cluster2,cube155_cluster0
cube144_cluster2,cube155_cluster1
cube144_cluster2,cube155_cluster2
cube144_cluster2,cube156_cluster0
cube145_cluster0,cube146_cluster1
cube145_cluster0,cube150_cluster0
cube145_cluster0,cube150_cluster2
cube145_cluster0,cube151_cluster0
cube145_cluster0,cube151_cluster2
cube145_cluster0,cube152_cluster0
cube145_cluster0,cube154_cluster0
cube145_cluster0,cube155_cluster0
cube145_cluster0,cube156_cluster0
cube145_cluster1,cube146_cluster0
cube145_cluster1,cube146_cluster2
cube145_cluster1,cube150_cluster0
cube145_cluster1,cube150_cluster1
cube145_cluster1,cube150_cluster2
cube145_cluster1,cube151_cluster0
cube145_cluster1,cube151_cluster1
cube145_cluster1,cube151_cluster2
cube145_cluster1,cube152_cluster0
cube145_cluster1,cube152_cluster1
cube145_cluster1,cube152_cluster2
cube145_cluster1,cube154_cluster0
cube145_cluster1,cube154_cluster1
cube145_cluster1,cube154_cluster2
cube145_cluster1,cube155_cluster0
cube145_cluster1,cube155_cluster1
cube145_cluster1,cube155_cluster2
cube145_cluster1,cube156_cluster0
cube145_cluster1,cube156_cluster1
cube145_cluster1,cube156_cluster2
cube145_cluster2,cube150_cluster0
cube145_cluster2,cube150_cluster2
cube145_cluster2,cube151_cluster0
cube145_cluster2,cube151_cluster2
cube145_cluster2,cube152_cluster0
cube145_cluster2,cube152_cluster1
cube145_cluster2,cube154_cluster0
cube145_cluster2,cube154_cluster2
cube145_cluster2,cube155_cluster0
cube145_cluster2,cube155_cluster2
cube145_cluster2,cube156_cluster0
cube146_cluster2,cube150_cluster0
cube146_cluster2,cube151_cluster0
cube146_cluster2,cube152_cluster2
cube146_cluster2,cube154_cluster1
cube146_cluster2,cube155_cluster1
cube146_cluster2,cube156_cluster1
cube150_cluster0,cube151_cluster0
cube150_cluster0,cube152_cluster0
cube150_cluster0,cube152_cluster1
cube150_cluster0,cube152_cluster2
cube150_cluster0,cube154_cluster0
cube150_cluster0,cube154_cluster1
cube150_cluster0,cube154_cluster2
cube150_cluster0,cube155_cluster0
cube150_cluster0,cube155_cluster1
cube150_cluster0,cube155_cluster2
cube150_cluster0,cube156_cluster0
cube150_cluster0,cube156_cluster1
cube150_cluster0,cube156_cluster2
cube150_cluster1,cube151_cluster1
cube150_cluster1,cube152_cluster0
cube150_cluster1,cube152_cluster1
cube150_cluster1,cube154_cluster0
cube150_cluster1,cube154_cluster1
cube150_cluster1,cube154_cluster2
cube150_cluster1,cube155_cluster0
cube150_cluster1,cube155_cluster1
cube150_cluster1,cube155_cluster2
cube150_cluster2,cube151_cluster2
cube150_cluster2,cube152_cluster0
cube150_cluster2,cube152_cluster1
cube150_cluster2,cube152_cluster2
cube150_cluster2,cube154_cluster0
cube150_cluster2,cube154_cluster2
cube150_cluster2,cube155_cluster0
cube150_cluster2,cube155_cluster2
cube150_cluster2,cube156_cluster0
cube151_cluster0,cube152_cluster0
cube151_cluster0,cube152_cluster1
cube151_cluster0,cube152_cluster2
cube151_cluster0,cube154_cluster0
cube151_cluster0,cube154_cluster1
cube151_cluster0,cube154_cluster2
cube151_cluster0,cube155_cluster0
cube151_cluster0,cube155_cluster1
cube151_cluster0,cube155_cluster2
cube151_cluster0,cube156_cluster0
cube151_cluster0,cube156_cluster1
cube151_cluster0,cube156_cluster2
cube151_cluster1,cube152_cluster0
cube151_cluster1,cube152_cluster1
cube151_cluster1,cube154_cluster0
cube151_cluster1,cube154_cluster1
cube151_cluster1,cube154_cluster2
cube151_cluster1,cube155_cluster0
cube151_cluster1,cube155_cluster1
cube151_cluster1,cube155_cluster2
cube151_cluster2,cube152_cluster0
cube151_cluster2,cube152_cluster1
cube151_cluster2,cube152_cluster2
cube151_cluster2,cube154_cluster0
cube151_cluster2,cube154_cluster2
cube151_cluster2,cube155_cluster0
cube151_cluster2,cube155_cluster2
cube151_cluster2,cube156_cluster0
cube152_cluster0,cube154_cluster0
cube152_cluster0,cube155_cluster0
cube152_cluster0,cube156_cluster0
cube152_cluster1,cube154_cluster0
cube152_cluster1,cube154_cluster2
cube152_cluster1,cube155_cluster0
cube152_cluster1,cube155_cluster2
cube152_cluster1,cube156_cluster0
cube152_cluster1,cube156_cluster2
cube152_cluster2,cube154_cluster1
cube152_cluster2,cube155_cluster1
cube152_cluster2,cube156_cluster1
cube154_cluster0,cube155_cluster0
cube154_cluster0,cube156_cluster0
cube154_cluster1,cube155_cluster1
cube154_cluster1,cube156_cluster1
cube154_cluster2,cube155_cluster2
cube154_cluster2,cube156_cluster0
cube154_cluster2,cube156_cluster2
cube155_cluster0,cube156_cluster0
cube155_cluster1,cube156_cluster1
cube155_cluster2,cube156_cluster0
cube155_cluster2,cube156_cluster2
